nom,adresse,description,telephone,courriel,site_web,territoire,clientele,categorie_territoire
association québécoise pour la promotion de la santé des personnes utilisatrices de drogues,"1555, boulevard René-Lévesque Est Ville-Marie Montréal QC H2L 4L2",Sensibilisation de la population et des instances institutionnelles et communautaires sur les moyens d'améliorer les conditions de vie des personnes utilisatric,514 904-1241,info@aqpsud.org,aqpsud.org,"le Québec, rassemblement pour la Journée Internationale pour la Sensibilisation aux Surdoses: Parc Émilie-Gamelin","personnes utilisatrices de drogues, rassemblement pour la Journée Internationale pour la Sensibilisation aux Surdoses: grand public",provincial
groupe information travail,"1585, boulevard René-Lévesque Est Ville-Marie Montréal QC H2L 4L2",Accompagnement de personnes en situation d'exclusion sociale et professionnelle. Formations. Expériences de travail adaptées et rémunérées.,514 526-1651,git@groupeinfotravail.ca,www.groupeinfotravail.ca,Grand Montréal,personnes de 16 à 65 ans en situation d'exclusion sociale et professionnelle,grand_montreal
association québécoise pour la promotion de la santé des personnes utilisatrices de drogues,"1555, boulevard René-Lévesque Est Ville-Marie Montréal QC H2L 4L2",Sensibilisation de la population et des instances institutionnelles et communautaires sur les moyens d'améliorer les conditions de vie des personnes utilisatric,514 904-1241,info@aqpsud.org,aqpsud.org,"le Québec, rassemblement pour la Journée Internationale pour la Sensibilisation aux Surdoses: Parc Émilie-Gamelin","personnes utilisatrices de drogues, rassemblement pour la Journée Internationale pour la Sensibilisation aux Surdoses: grand public",provincial
arborescence,"1260, rue Sainte-Catherine Est, bureau 208 Ville-Marie Montréal QC H2L 2H2","Soutien aux proches des personnes vivant avec un trouble de santé mentale. Ligne d'écoute et de références. Groupes de soutien. Rencontres individuelles, de couple et familiales. Conférences et atelie...",514 524-7131,accueil@arborescence.quebec,www.arborescence.quebec,île de Montréal,"parents, ami·e·s, personnes proches aidantes et proches des adultes vivant avec un problème de santé mentale, dans les différentes sphères de leur vie (professionnelle et personnelle)",montreal
centre d'écoute le havre,"1260, rue Sainte-Catherine Est, local 209 Ville-Marie Montréal QC H2L 2H2","Écoute téléphonique, confidentielle, par des bénévoles formé·e·s à l'écoute active.",514 982-0333,le.havre@videotron.ca,centredecoutelehavre.org,Grand Montréal et le Québec,,grand_montreal
association des inspecteurs en bâtiments du québec,"7811, boulevard Louis-Hippolyte-Lafontaine, bureau 204 Anjou Montréal QC H1K 4E4",Regroupement d'inspecteur·rice·s en bâtiment. Répertoire des membres: https://rim.aibq.net/fr/annuaire Formation pour les membres.,514 352-2427,info@aibq.qc.ca,aibq.qc.ca,le Québec,"inspecteur·rice·s en bâtiment, grand public",provincial
emploi jeunesse,"205, rue Jarry Est Villeray—Saint-Michel—Parc-Extension Montréal QC H2P 1T6","Aide à la recherche d'emploi personnalisée: accompagnement, évaluation des besoins, rédaction de lettre de présentation et de CV, simulation d'entrevue. Aide au retour aux études. Rencontre avec des e...",514 495-6571,info@emploi-jeunesse.org,www.emploi-jeunesse.org,Grand Montréal,personnes de 16 à 35 ans,grand_montreal
association des travailleurs et travailleuses de rue du québec (l'),"8105 avenue de Gaspé, bureau 200 Villeray—Saint-Michel—Parc-Extension Montréal QC H2P 2J9","Promotion, développement et reconnaissance de la pratique du travail de rue. Lieu d'échange et de rencontre. Défense des droits et des intérêts. Soutien. Collaboration avec d'autres org",514 575-0300,info@attrueq.ca,attrueq.ca,le Québec,travailleur·euse·s de rue,provincial
aire ouverte de villeray,"205, rue Jarry Est Villeray—Saint-Michel—Parc-Extension Montréal QC H2P 1T6","Services confidentiels pour la santé et le bien-être des adolescent·e·s et des jeunes adultes, avec ou sans rendez-vous. Suivi psychosocial individuel ou familial sur des sujets variés: santé mentale,...",514 858-2446,aire.ouverte.cnmtl@ssss.gouv.qc.ca,www.ciusssnordmtl.ca/soins-et-services/enfants-adolescents-et-famille/aire-ouverte/,Grand Montréal,personnes de 12 à 25 ans,grand_montreal
regroupement des organismes communautaires québécois pour le travail de rue,"8105, avenue de Gaspé, bureau 200 Villeray—Saint-Michel—Parc-Extension Montréal QC H2P 2J9",Concertation pour organismes communautaires en travail de rue. Représentation. Promotion du travail de rue.,514 575-0300,info@rocqtr.org,rocqtr.org,le Québec,organismes communautaires de travail de rue,provincial
clinique médicale l'actuel,"1001, boulevard De Maisonneuve Est, bureau 1130 Ville-Marie Montréal QC H2L 4P9",Services de santé généraux et spécialisés ITSS. Médecine générale. Clinique PPE: prophylaxie post-exposition au VIH. Dépistage du VIH avec résultats rapides (10 minutes). Prise en charge rapide de tou...,514 524-1001,info@lactuel.ca,cliniquelactuel.com,"Grand Montréal, île de Montréal principalement","hommes et femmes à risque d'ITSS, utilisateur·ice·s de drogues injectables (UDI), travailleur·euse·s du sexe, personnes LGBTQ+, médecine générale: ouvert à toustes, en particulier aux personnes vulnérables",grand_montreal
alterhéros,"1575, rue Atateken Ville-Marie Montréal QC H2L 3L4","Programme Pose ta question: soutien confidentiel en ligne relié à l'orientation sexuelle, l'identité de genre, l'expression de genre, la sexualité, les relations amoureuses ou la neurodiversité. Progr...",,info@alterheros.com,alterheros.com,le Québec,"personnes de la communauté LGBTQ+, jeunes, familles, programme Neuro/Diversités: personnes neurodivergentes de la communauté LGBTQ+ de 14 à 30 ans (trouble du spectre de l'autisme, trouble du déficit de l'attention avec ou sans hyperactivité, etc.)",provincial
jeunesse lambda,"1575, rue Atateken Ville-Marie Montréal QC H2L 3L4",Groupe bilingue de discussion et d'activités par et pour jeunes 2SLGBTQIA+. Services d'accessibilité aux articles d'affirmation de genre. Assermentation pour les demandes de changements de nom et de m...,514 543-6343,info@jeunesselambda.com,www.jeunesselambda.com,île de Montréal,personnes 2SLGBTQIA+ de 14 à 30 ans,montreal
étape (l'),"1001, boulevard De Maisonneuve Est, bureau 527 Ville-Marie Montréal QC H2L 4P9",Services d'intégration et de maintien en emploi pour les personnes en situation de handicap.,514 526-0887,letape@letape.org,letape.org,"île de Montréal, Laval","personnes vivant avec une déficience physique, auditive ou intellectuelle, personnes autistes",grand_montreal
juritrans - clinique de transition légale,"1575, rue Atateken Ville-Marie Montréal QC H2L 3L4","Clinique mobile sans rendez-vous facilitant l'accès aux procédures de changement de nom ou de la mention du sexe. Aide pour remplir une demande de changement de nom ou de sexe: information juridique, ...",,celeste@juritrans.ca,juritrans.ca/qc/fr,le Québec,personnes trans,provincial
dystrophie musculaire canada - division du québec,"1001, rue de Maisonneuve Est, bureau 304 Ville-Marie Montréal QC H2L 4P9","Soutien, information et documentation. Programme de navigation des systèmes. Aide financière de dernier recours pour les équipements ou tout autre besoin relié au diagnostic. Financement de la recherc...",1 800 567-2873,info@muscle.ca,muscle.ca/fr,le Québec,"personnes avec une maladie neuromusculaire, leur famille et proches aidant·e·s, professionnel·le·s de la santé, chercheur·euse·s, éducateur·ice·s",provincial
jeunesse lambda,"1575, rue Atateken Ville-Marie Montréal QC H2L 3L4",Groupe bilingue de discussion et d'activités par et pour jeunes 2SLGBTQIA+. Services d'accessibilité aux articles d'affirmation de genre. Assermentation pour les demandes de changements de nom et de m...,514 543-6343,info@jeunesselambda.com,www.jeunesselambda.com,île de Montréal,personnes 2SLGBTQIA+ de 14 à 30 ans,montreal
centre st-pierre,"1212, rue Panet Ville-Marie Montréal QC H2L 2Y7","Centre d'éducation populaire et carrefour de formation et d'intervention sociale. Organisation communautaire, animation et conférences. Services multiples aux groupes communautaires, entreprises colle...",514 524-3561,info@centrestpierre.org,www.centrestpierre.org,le Québec,adultes,provincial
programme d'aide aux sinistrés,"6700, avenue du Parc Rosemont—La Petite-Patrie Montréal QC H2V 4H9",Don de nourriture. Don de vêtements neufs. Coupons de nourriture et de restaurants. Don de billets d'autobus. Coupons de taxi. Paniers de Noël. Don de fournitures scolaires.,514 842-6822,communications@jas-sy.org,sunyouth.org/fr/aide-aux-sinistres,Grand Montréal,personnes victimes de sinistres en tout genre,grand_montreal
jeunesse au soleil,"6700, avenue du Parc Rosemont—La Petite-Patrie Montréal QC H2V 4H9",Alimentation Dépannage alimentaire: aide ponctuelle avec possibilité de livraison à domicile. Supplément alimentaire: dépannage alimentaire mensuel avec possibilité de livraison à domicile. Paniers de...,514 842-6822,info@jas-sy.org,sunyouth.org/fr,"Grand Montréal, livraison d'aide alimentaire: île de Montréal","aide alimentaire et matérielle: personnes à faible revenu, livraison de nourriture à domicile: personnes à faible revenu avec problèmes d'autonomie temporaire ou permanente ou à mobilité réduite",grand_montreal
association pour la protection des automobilistes,"292, boulevard Saint-Joseph Ouest Le Plateau-Mont-Royal Montréal QC H2V 2N7",Informations et conseils sur les véhicules automobiles. Défense des consommateur·trice·s. Service d'aide à l'achat de véhicules. Médiation des plaintes et appui juridique. Liste de recommandation de p...,514 272-5555,apamontreal@apa.ca,www.apa.ca,le Québec,"consommateur·trice·s, propriétaires d'automobiles",provincial
société saint-vincent de paul - santa-cruz,"60, rue Rachel Ouest Le Plateau-Mont-Royal Montréal QC H2W 1G3",Distribution de bons d'achat de nourriture. Paniers de Noël et de Pâques.,514 844-1011,missionsantacruz@hotmail.com,,île de Montréal,personnes à faible revenu d'origine portugaise,montreal
parkinson montréal-laval,"560, rue Ontario Est Ville-Marie Montréal QC H2L 0B6",Ligne téléphonique d'information et références. Rencontres pour les personnes nouvellement diagnostiquées et leur famille. Groupe d'entraide pour personnes vivant avec la maladie de Parkinson. Groupe ...,514 868-0597,montreal-laval@parkinsonquebec.ca,parkinsonmontreallaval.ca,"île de Montréal, Laval","personnes atteintes de la maladie de Parkinson, personnes proches aidantes",grand_montreal
dépendants affectifs et sexuels anonymes,"1341, boulevard René-Lévesque Est Ville-Marie Montréal QC H2L 2L9","Groupes d'entraide hebdomadaires de 12 étapes et 12 traditions sur la dépendance affective et sexuelle, selon le modèle établi par Alcooliques Anonymes. Liste des réunions en ligne: dasa-slaa-mtl.cbti...",,mtldasaslaa@gmail.com,dasa-slaa-mtl.cbti.net/home.html,Grand Montréal,adultes vivant avec une dépendance affective ou sexuelle,grand_montreal
forum des citoyens aînés de montréal,"6830, avenue du Parc, bureau 204, 2e étage Villeray—Saint-Michel—Parc-Extension Montréal QC H3N 1W7","Réunions d'information, colloques. Appels amicaux et visites amicales. Aide à la recherche de logement et guide pour personnes nouvellement arrivées. Alimentation: panier familial, cuisine collective ...",514 270-8464,info@fcam.ca,,île de Montréal,"personnes de 55 ans et plus, aide à la recherche de logement: personnes nouvellement arrivées de 55 ans et plus",montreal
association canado-péruvienne,"6830, avenue du Parc, bureau 352 Villeray—Saint-Michel—Parc-Extension Montréal QC H3N 1W7","Aide à l'intégration pour personnes nouvellement arrivées. Assermentation de documents. Orientation professionnelle. Information et développement économique entre le Pérou et le Québec: réseautage, at...",514 554-1272,apc.peru@yahoo.com,apc-canada.com,Grand Montréal et les environs,grand public,grand_montreal
trans-art 2000,"6830, avenue du Parc, bureau 373 Villeray—Saint-Michel—Parc-Extension Montréal QC H3N 1W6","Lieu multiculturel d'accès à la culture, à l'éducation et aux services sociaux à travers les arts de la scène favorisant l'intégration sociale et la motivation psychosociale. Promotion de la culture, ...",514 989-5973,transart2000@bellnet.ca,trans-art2000.org,île de Montréal,jeunes de 13 à 30 ans de toutes origines,montreal
réseau québécois pour l'inclusion sociale des personnes sourdes et malentendantes,"6830 avenue du Parc, bureau 102 Villeray—Saint-Michel—Parc-Extension Montréal QC H3N 1W7",Organisme provincial de défense des droits des personnes sourdes et malentendantes au Québec.? Sensibilisation. Information.? Formations.,514 278-8703,administration@reqis.org,www.reqis.org,le Québec,"personnes sourdes et malentendantes, les proches vivant avec elles, instances publiques et gouvernementales, associations, organismes, groupes de recherche ou toute autre organisation ayant un mandat lié à la surdité",provincial
