nom,adresse,description,telephone,courriel,site_web,territoire,clientele,categorie_territoire,secteur,secteur_secondaire,exclu
bibliothèque et archives nationales du québec,"475, boulevard De Maisonneuve Est Ville-Marie Montréal QC H2L 5C4","Prêts et accès à des documents imprimés et audiovisuels. Espace Jeunes: bibliothèque pour familles avec enfants offrant livres, films, musiques et projets créatifs. Le Square: environnement d'apprenti...",1 800 363-9028,info@banq.qc.ca,www.banq.qc.ca,le Québec,"grand public, espace jeunes: enfants de 0 à 13 ans, le square: personnes de 12 ans et plus, services spécialisés: adolescent·e·s, gens d'affaires, nouveaux arrivants et nouvelles arrivantes, membres des communautés culturelles, personnes vivant avec une déficience visuelle",provincial,arts_culture_medias,education_formation,oui
médecins du monde canada,"560, boulevard Crémazie Est, bureau 100 Villeray—Saint-Michel—Parc-Extension Montréal QC H2P 1E8",Point de service pour l'émission de cartes d'attestation d'identité et de résidence pour personnes sans statut ou à statut précaire. Aide humanitaire médicale et paramédicale à l'étranger. Programmes ...,1 833 896-8998,info@medecinsdumonde.ca,medecinsdumonde.ca,le Québec,"population vulnérable, personnes migrantes sans couverture médicale, cartes d'attestation: personnes avec un statut de touriste ou de résident temporaire qui n'ont pas obtenu le renouvellement de leur visa de touriste, de leur permis d'études ou de leur permis de travail, et qui n'ont pas quitté le Canada, personnes dont la demande d'asile a été refusée, personnes entrées au Canada de façon irrégulière, personnes trans en attente de nouveaux documents d'identification, personnes en situation d'itinérance",provincial,sante,soutien_vulnerabilite,non
médecins du monde - interventions locales,"560, boulevard Crémazie Est Villeray—Saint-Michel—Parc-Extension Montréal QC H2P 1E8","Services médicaux mobiles pour personnes en situation d'itinérance: dépistage des ITSS, évaluation de santé, soins de plaies et infections, prescriptions pour contraception, vaccination, distribution ...",514 281-8998,info@medecinsdumonde.ca,medecinsdumonde.ca,île de Montréal,"clinique mobile: personnes en situation d'itinérance ou à risque de le devenir, travailleur·euse·s du sexe, personnes utilisatrices de drogues, jeunes de la rue, personnes autochtones en situation d'itinérance, clinique destinée aux personnes migrantes à statut précaire: personnes migrantes sans couverture médicale qui habitent au Canada et dans une précarité sociale et financière importante, soutien psychologique: intervenant·e·s des groupes communautaires partenaires de Médecins du Monde",montreal,sante,soutien_vulnerabilite,non
diabète québec - infodiabète,"3750, boulevard Crémazie Est, bureau 500 Villeray—Saint-Michel—Parc-Extension Montréal QC H2A 1B6",Services d'informations médicales. Information et référence sur le diabète offert par des professionnel·le·s de la santé. Programme de suivi du diabète en télémédecine offert aux personnes sans médeci...,1 800 361-3504 poste 1,infodiabete@diabete.qc.ca,www.diabete.qc.ca,le Québec,"professionnel·le·s de la santé, personnes vivant avec le diabète, leurs proches",provincial,sante,,non
carrefour de liaison et d'aide multiethnique,"7200, rue Hutchison, bureau 300 Villeray—Saint-Michel—Parc-Extension Montréal QC H3N 1Z2","Accueil et soutien Accueil et aide à l'établissement des personnes nouvellement arrivées. Information et référence. Soutien dans les démarches administratives, la réunification familiale, la demande d...",514 271-8207,info@leclam.ca,www.leclam.ca,Grand Montréal,"personnes nouvellement arrivées, personnes des communautés culturelles de 50 ans et moins",grand_montreal,autres_missions_sociales,soutien_vulnerabilite,non
"agir: action lesbienne, gai, bisexuelle, trans et queer (lgbtq) avec les immigrants et réfugiés","635, avenue Beaumont, 2ème étage Villeray—Saint-Michel—Parc-Extension Montréal QC H3N 1V7","Action lesbienne, gai, bisexuelle, trans et queer (LGBTQ) avec les immigrants et réfugiés : Soutien et défense des droits des nouvelles·aux migrant·e·s issu·e·s des communautés lesbienne, gaie, bisexu...",438 408-7941,info@agirmontreal.org,www.agirmontreal.org/fr/accueil,Île de Montréal,"personnes issues des communautés LGBTQIA+ avec une expérience personnelle migratoire (incluant personnes demandeuses d'asile, réfugié·e·s accepté·e·s, personnes protégées, personnes réfugiées, immigrantes, au statut non déterminé, travailleurs et travailleuses temporaires, et étudiant·es internationaux·ales), organismes et groupes fournissant des services à cette communauté",montreal,defense_droits,autres_missions_sociales,non
service d'entraide passerelle (le),"469, rue Jean-Talon Ouest, bureau 421 Villeray—Saint-Michel—Parc-Extension Montréal QC H3N 1R4",Soutien et entraide pour femmes et mères vivant une rupture. Accueil téléphonique. Information et référence. Consultation individuelle. Groupes d'entraide et de soutien thématiques. Ateliers d'informa...,514 878-3456,info@entraidepasserellle.org,www.entraidepasserelle.org,Grand Montréal,"femmes en situation de rupture amoureuse, avec ou sans enfant",grand_montreal,soutien_vulnerabilite,developpement_enfants_familles,non
table des groupes de femmes de montréal,"469, rue Jean-Talon Ouest, bureau 404 Villeray—Saint-Michel—Parc-Extension Montréal QC H3N 1R4",Concertation et formation pour groupes de femmes. Promotion et défense des droits et revendications des femmes.,514 381-3288,info@tgfm.org,www.tgfm.org/fr,île de Montréal,groupes de femmes,montreal,defense_droits,,non
ligue des droits et libertés,"469, rue Jean-Talon Ouest, bureau 105 Villeray—Saint-Michel—Parc-Extension Montréal QC H3N 1R4","Information, recherche et intervention pour le développement et la défense des libertés et des droits individuels et collectifs. Membre de la Fédération internationale des ligues des droits de l'homme...",514 849-7717,info@liguedesdroits.ca,liguedesdroits.ca,le Québec,,provincial,defense_droits,,non
fédération des femmes du québec,"469, rue Jean-Talon Ouest, bureau 319 Villeray—Saint-Michel—Parc-Extension Montréal QC H3N 1R4",Promotion et défense collective des droits des femmes. Concertation et mobilisation au sein du mouvement des femmes. Diffusion d'information et facilitation des échanges entre groupes.,514 876-0166,info@ffq.qc.ca,ffq.qc.ca,le Québec,"femmes, associations de femmes",provincial,defense_droits,,non
action femmes et handicap,"469, rue Jean-Talon Ouest, local 101 Villeray—Saint-Michel—Parc-Extension Montréal QC H3N 1R4","Promotion et défense des droits et intérêts. Forum de discussion, groupe d'entraide et de soutien. Actions collectives. Ateliers d'éducation populaire. Information et référence.",514 218-6368,coordo@actionfh.ca,actionfh.ca,île de Montréal,femmes en situation de handicap,montreal,defense_droits,soutien_vulnerabilite,non
r des centres de femmes du québec (l'),"469, rue Jean-Talon Ouest, bureau 418 Villeray—Saint-Michel—Parc-Extension Montréal QC H3N 1R4",Promotion et développement du réseau des centres de femmes du Québec. Représentation dans les revendications et dans les démarches des centres. Développement de la concertation entre les centres de fe...,514 876-9965,info@rcentres.qc.ca,rcentres.qc.ca,le Québec,centres de femmes,provincial,defense_droits,,non
association défi-lles et des ailes,"469, rue Jean-Talon Ouest, bureau 403 Villeray—Saint-Michel—Parc-Extension Montréal QC H3N 1R4","Accompagnement socioculturel pour adolescentes immigrantes et leur famille. Écoute, soutien et accompagnement interculturel. Médiation familiale. Aide dans les dossiers avec la Directeur de la protect...",514 546-9224,defillesetdesailes@gmail.com,defillesetdesailes.ca,"île de Montréal, Laval","femmes immigrantes de 18 ans et moins, leurs familles",grand_montreal,developpement_enfants_familles,soutien_vulnerabilite,non
fédération des associations de familles monoparentales et recomposées du québec,"469, rue Jean-Talon Ouest, bureau 414 Villeray—Saint-Michel—Parc-Extension Montréal QC H3N 1R4","Défense et promotion des droits et intérêts des familles monoparentales et recomposées. Partenariats de recherche, rédaction de publications. Soutien pour organismes membres",514 729-6666,info@fafmrq.org,fafmrq.org,le Québec,familles monoparentales et recomposées,provincial,defense_droits,developpement_enfants_familles,non
fédération du québec pour le planning des naissances,"469, rue Jean-Talon Ouest, bureau 335 Villeray—Saint-Michel—Parc-Extension Montréal QC H3N 1R4","Regroupement féministe de défense de droits et d'éducation populaire en matière de santé sexuelle et reproductive. Information, référence et sensibilisation en matière de planification des naissances,",514 866-3721,info@fqpn.qc.ca,fqpn.qc.ca,le Québec,grand public,provincial,defense_droits,sante,non
association de montréal pour la déficience intellectuelle,"633, boulevard Crémazie Est, bureau 100 Ahuntsic-Cartierville Montréal QC H2M 1L9","Accueil, suivi et références. Sorties familiales. Soutien à la famille. Conférences et causeries. Intégration et participation sociale via des activités adaptées. Séjours et sorties extérieures.",514 381-2300,info@amdi.info,amdi.info,Grand Montréal,"personnes de 18 ans et plus ayant une déficience intellectuelle (avec ou sans trouble du spectre de l'autisme), leurs familles",grand_montreal,sante,soutien_vulnerabilite,non
fondation cancer du sein du québec - maison rose,"1111, avenue Laurier Ouest Outremont Montréal QC H2V 2L3","Lieu offrant un soutien aux personnes touchées par le cancer du sein. Soutien dès l'annonce de la maladie, pendant les traitements et après. Accompagnement personnalisé. Programmation d'activités: yog...",514 871-1717,info@rubanrose.org,https://rubanrose.org/maison-rose,le Québec,"personnes vivant avec le cancer du sein, leurs proches",provincial,sante,soutien_vulnerabilite,non
fondation cancer du sein du québec,"1115, avenue Laurier Ouest Outremont Montréal QC H2V 2L3","Soutien aux personnes touchées par le cancer du sein. Écoute téléphonique, références et information. Soutien psychosocial. Services virtuels: télémédecine, forum, groupe Facebook, capsules vidéos édu...",1 877 990-7171,info@rubanrose.org,rubanrose.org,le Québec,"soutien: personnes touchées par le cancer du sein, leur famille, proches aidant·e·s, éducation et sensibilisation: grand public",provincial,sante,soutien_vulnerabilite,non
centre d'écoute et de référence halte ami,"1265, rue Berri, 4e étage, bureau 400 Ville-Marie Montréal QC H2L 4X4","Service d'écoute, de référence, d'accueil et d'aide à l'intégration aux immigrants. Écoute anonyme et confidentielle en personne ou par téléphone. Activités de prévention psychosociale et de sensibili...",438 796-8701,centre_ecoute@halte-ami.ca,halte-ami.ca,Grand Montréal,"écoute, référence, jumelage linguistique et assermentation: ouverts à toustes, intégration: personnes nouvellements arrivées, personnes immigrantes",grand_montreal,autres_missions_sociales,soutien_vulnerabilite,non
groupe conseil en développement de l'habitation,"1000, rue Atateken, bureau 201 Ville-Marie Montréal QC H2L 3K5",Aide à la réalisation de projets immobiliers communautaires. Accompagnement des organismes ayant des travaux majeurs à réaliser sur leurs immeubles. Formation des groupes en organisation coopérative o...,514 849-7800,info@groupecdh.com,www.groupecdh.com,île de Montréal,"familles et personnes seules à faible revenu, communautés culturelles, clientèle avec besoins particuliers, personnes âgées en légère perte d'autonomie, personnes vivant avec un handicap, personnes âgées autonomes",montreal,logement,developpement_communautaire,non
mission inclusion,"130, avenue de l'Épée Outremont Montréal QC H2V 3T2","Soutien et financement des organismes communautaires oeuvrant auprès des familles en difficulté, des jeunes de la rue et des personnes aînées. Actions visant l'inclusion sociale et la sécurité aliment...",1 877 288-7383,bonjour@missioninclusion.ca,missioninclusion.ca,le Québec,organismes communautaires,provincial,developpement_communautaire,soutien_vulnerabilite,non
projet fées marraines,"2080, rue Lepailleur Montréal QC H1L6E6","Remise de tenues de bal et de bourses d'études post-secondaires pour jeunes éprouvant des difficultés financières. Dons de robes de bal, sacs à main de soirée, bijoux, écharpes, gants et autres access...",514 316-7819,info@feesmarraines.ca,feesmarraines.ca,Grand Montréal,finissant·es du secondaire en situation précaire,grand_montreal,developpement_enfants_familles,soutien_vulnerabilite,non
centre d'action bénévole de montréal-nord - clinique d'impôts,"4642, rue Forest Montréal-Nord Montréal QC H1H 2P3",Clinique d'impôts sur rendez-vous.,514 328-1114 poste 100,info@cabmtl-nord.org,cabmtl-nord.org,"personnes à faible revenu ou aînées: Montréal-Nord (H1H et H1G), personnes immigrantes: île de Montréal","personnes à faible revenu, citoyen·ne·s canadien·ne·s, personnes immigrantes, personnes nouvellement arrivées, personnes demandeuses d'asile, personnes âgées de 65 ans et plus, ayant un revenu maximum de 35 000$ pour une personne seule, 45 000$ pour un couple sans enfants, 2 500$ en plus par enfant à charge",local,soutien_vulnerabilite,autres_missions_sociales,non
